7.816985;45.679008;4;3282990.05;123.56;58.58;11;14
71.012179;32.722248;1;2796260.62;81.23;34.66;2;6
-24.702808;130.607797;1;4907772.57;111.93;23.05;10;63
77.640782;79.597963;3;4838960.14;98.21;40.79;3;19
-11.291217;71.787553;3;2812414.73;93.65;33.71;6;65
-18.803628;144.994308;3;2592816.49;50.15;14.47;34;88
20.234757;138.607173;3;9927577.60;26.23;10.74;19;79
-57.329670;127.308640;4;9101758.69;50.35;16.99;37;47
-70.164150;130.256651;1;2657992.39;105.87;45.91;32;48
-60.605056;151.395828;3;7261319.06;55.59;19.54;48;96
70.443647;82.058664;4;2727546.23;72.66;29.78;9;10
47.708578;26.955402;2;4282482.40;52.56;25.91;16;32
-64.978660;92.159540;3;5693760.81;102.87;27.62;3;8
70.394099;101.939620;1;8652734.21;50.06;12.18;38;68
55.198045;125.824077;2;7044452.36;115.18;23.58;32;36
-66.839792;82.779701;1;2304539.60;121.99;42.01;30;37
-77.695544;27.161470;3;6309886.66;63.12;13.25;40;45
82.603082;45.690264;2;8549928.98;93.73;46.03;33;71
78.033331;98.739935;5;8798115.38;53.47;17.96;11;22
-61.322927;63.764358;2;1338916.88;69.28;29.42;29;34
44.654672;30.054280;2;7487015.88;50.52;14.55;53;59
35.086493;150.270891;5;8034272.08;90.99;37.21;7;12
67.032369;106.934155;4;2605637.22;69.42;30.66;18;85
-58.839062;170.826293;5;8976106.23;79.25;25.96;6;10
-6.248286;170.521666;2;5828291.29;71.95;32.20;7;73
57.438594;5.685302;3;4522994.21;75.03;33.47;6;6
56.191123;62.899592;3;6364160.21;121.48;28.82;37;43
-23.557037;157.503498;5;3961927.20;117.21;31.24;35;52
-34.521209;10.547221;3;8046215.59;69.85;34.50;11;62
-89.952537;96.266850;1;5076886.92;112.56;32.38;4;9
-88.959475;165.473487;1;2552617.82;58.37;22.61;41;67
37.462930;66.025112;5;2357808.71;117.68;48.81;64;70
-71.276039;54.461487;5;1951817.01;107.86;52.52;1;3
79.903161;166.494417;5;6609212.95;40.29;14.22;73;78
57.714102;125.564844;3;3557718.30;101.79;31.37;29;43
51.682352;118.935371;2;5295268.48;71.46;29.78;84;84
60.348394;79.646183;5;3970064.56;124.50;41.56;72;73
-84.652086;154.375559;1;6756283.80;107.03;43.77;72;73
-5.560352;128.573219;5;9826815.63;27.52;11.10;29;67
-6.356814;3.704097;4;8340008.08;41.33;16.29;6;7
-21.643821;29.566433;5;1309754.65;91.70;25.20;7;46
-47.671977;38.955694;4;9658421.97;25.09;9.61;46;60
70.890370;68.335231;3;2955226.22;119.00;47.98;12;86
77.238040;87.521641;1;2412334.13;72.63;25.15;8;11
56.795547;58.750280;2;2718014.60;107.85;42.00;14;27
28.469752;18.122879;5;5800051.47;115.97;31.46;33;39
33.964902;111.348710;1;7833751.63;40.90;13.14;19;19
-32.881466;85.228166;2;3330852.01;69.73;32.28;4;70
16.734839;11.858350;3;7818894.02;64.66;25.91;25;39
18.418709;17.841998;5;6614659.81;71.46;28.71;2;8
-83.874022;20.474755;2;6891036.67;42.38;10.76;17;28
-23.533510;124.435890;4;7328948.01;59.50;15.97;2;2
59.172233;49.103725;5;6771396.37;62.06;14.07;2;25
47.986920;155.974807;3;1087790.05;51.80;17.64;46;92
18.229313;78.531586;1;8916056.74;50.43;14.95;3;44
44.701562;107.736036;5;1444259.93;88.71;31.99;49;100
21.661968;169.951204;3;8965213.32;48.18;10.34;57;81
-75.116545;96.182811;5;2193564.56;91.72;39.48;15;40
-72.553011;16.906105;1;6108064.85;100.60;31.69;1;1
63.560450;73.668546;3;7781861.94;66.26;24.32;24;25
-34.330880;149.669140;1;3305297.30;83.81;19.02;4;89
-9.465259;168.258382;4;9662726.89;29.97;6.16;55;57
63.311045;74.525952;5;2143021.79;101.63;32.39;31;35
-9.389949;146.979448;2;1798336.32;111.21;44.53;14;65
13.150314;3.305943;4;2295939.73;36.31;16.55;34;39
-85.907946;165.052212;3;7911884.27;58.64;14.08;7;17
52.482827;112.454369;4;4489633.98;46.01;13.56;24;80
10.778495;158.258248;2;1653735.81;45.79;15.87;22;85
74.945099;174.099324;5;2824547.02;59.60;23.96;3;26
-63.427519;129.792143;5;5913267.51;96.41;44.99;19;50
-62.657502;105.272292;3;9928745.15;61.93;21.41;35;62
44.056198;78.920044;1;6140908.12;47.89;19.84;3;23
57.329728;127.460512;4;8662478.73;107.93;44.64;50;99
-2.609428;6.100589;1;7363085.08;51.60;13.58;18;77
-89.128837;143.771077;5;2006924.07;50.43;18.48;38;60
54.562408;114.159221;4;2480035.22;53.03;13.36;21;26
-50.803567;21.662250;5;8320244.33;78.92;24.10;95;98
-57.289899;70.156416;2;2138924.39;65.78;30.15;42;71
-25.726388;158.454084;1;6907662.28;43.96;13.72;26;33
78.364980;73.239218;5;8963955.79;66.12;28.19;4;14
-19.321333;19.931722;4;2351805.50;62.53;16.57;72;96
-3.102803;139.417201;1;1235104.12;46.67;13.91;1;2
12.654226;149.479033;4;3780240.25;66.49;32.87;4;6
0.003744;128.074542;3;4690228.91;93.96;36.59;27;31
41.680173;128.681870;5;2192340.38;89.75;42.60;30;31
-43.734242;126.611156;5;6576394.26;38.83;8.16;31;52
-75.680737;173.069998;4;9922737.96;30.26;8.36;15;17
-76.945511;50.380725;3;9146376.04;104.12;49.90;2;42
65.985962;65.346993;3;7677784.75;78.52;18.40;21;28
60.119138;15.133974;1;7419515.46;61.93;30.31;30;50
-55.916937;152.787101;1;2384253.81;57.87;18.60;2;46
-68.599323;92.741933;4;4088237.14;42.19;13.93;35;51
7.633937;77.166971;2;7869392.58;30.39;8.09;54;63
16.953743;135.159065;2;7982396.38;68.66;23.07;40;42
-45.268443;33.090988;4;6870089.14;97.93;33.50;18;38
42.024824;92.513793;2;1946809.37;57.12;17.32;1;39
76.529221;90.638866;3;4719205.10;65.41;23.34;6;14
14.015889;34.628742;1;4917082.21;83.19;35.35;55;67
65.407194;90.909850;4;4849001.37;73.25;33.59;48;82
9.694322;92.222100;4;4924518.64;78.16;20.77;31;66
-78.049534;96.382756;2;3524644.76;33.40;10.38;7;26
74.574903;23.059549;3;5872577.35;113.40;35.97;42;63
36.958238;116.285739;5;4089504.34;73.44;27.73;3;44
-88.995051;159.240456;1;6162349.53;103.32;50.38;7;46
-74.154325;49.391511;5;3692921.27;84.45;36.67;1;2
34.850017;136.626095;3;3558341.76;120.52;58.75;37;55
85.967736;116.063948;2;6768450.94;124.27;49.79;4;28
-35.695463;156.736686;4;6403795.45;69.52;32.97;79;79
-89.508302;72.152480;5;5601614.80;75.13;36.29;2;97
17.364425;121.576029;3;7885371.30;40.83;15.25;36;47
44.901806;153.436987;2;5579097.49;81.44;23.59;46;91
-22.604052;18.052306;5;4772101.87;102.25;43.37;27;99
73.017446;94.321128;1;2005988.41;55.67;19.03;11;79
-21.303219;1.061704;3;2955228.95;114.21;46.92;67;71
-70.776207;62.638423;5;8553387.38;69.17;26.82;13;21
-88.845064;69.480786;5;5047818.75;75.79;23.17;90;91
-57.974051;14.229993;1;2787357.60;53.28;23.37;2;3
25.002852;92.812173;1;9714573.67;76.20;37.07;5;14
-79.736690;130.993411;3;7634820.62;81.15;38.06;4;15
-71.967360;40.067896;2;6466954.55;111.30;45.31;6;7
-4.496429;92.484630;2;9862856.78;79.36;36.00;5;29
73.192602;111.135470;5;6518088.95;30.63;11.70;19;44
-67.998873;132.265458;1;6391330.47;52.43;16.35;30;71
29.517069;135.973992;4;6286603.53;38.92;9.91;43;64
-57.171586;112.756209;2;3240205.08;60.63;14.12;3;45
-37.586618;93.432971;5;7290408.37;50.06;21.88;1;14
23.481416;63.093096;2;7943571.26;86.26;27.62;13;30
28.230481;85.603252;1;2141867.22;110.74;43.95;21;25
-85.439439;149.995139;1;9697717.86;47.92;12.57;15;45
53.551360;2.797498;1;6458671.92;53.36;14.36;2;72
75.387719;170.854276;1;8988475.48;73.71;22.18;12;33
7.007900;13.535976;2;6340681.56;109.63;22.14;84;85
-75.997673;49.011667;2;2927831.75;37.37;18.60;30;86
-88.894693;108.635441;1;7924255.85;93.91;43.90;49;82
-4.204431;68.754972;3;2493787.62;115.57;26.68;1;24
55.954737;4.331010;5;9653398.10;107.93;27.07;26;50
-32.397763;111.547946;3;4294757.34;36.48;12.72;5;76
-22.388059;39.800896;3;8189376.00;73.02;24.13;1;1
-51.519569;73.238475;2;4476462.92;80.97;37.45;32;82
78.185260;89.993430;3;4383417.07;86.18;39.68;38;64
-4.503985;156.148318;3;5289570.62;84.63;34.94;20;20
67.790571;87.600681;2;3974943.50;41.80;16.57;32;36
36.037065;155.750363;5;9974441.03;42.51;19.51;51;63
-41.897200;106.976398;5;7872853.81;46.21;9.37;28;36
-25.293536;67.266099;2;2890735.18;47.74;17.83;32;66
